% asym positive
18	10 1 1105988373
10	10 1 1106944779
10	10 1 1107007427
18	10 1 1107193371
10	10 1 1107261769
17	10 1 1107262535
18	10 1 1107271069
10	10 1 1107278078
10	10 1 1107369082
18	10 1 1107566199
10	10 1 1107642294
10	10 1 1107642935
10	10 1 1107644355
18	10 1 1107647364
10	10 1 1107679647
18	10 1 1107697752
10	10 1 1107698814
18	10 1 1107704793
10	10 1 1107705101
10	10 1 1107904226
10	10 1 1107982964
18	10 1 1108173644
10	10 1 1108199993
17	10 1 1108381339
10	10 1 1108402872
10	10 1 1108402979
14	10 1 1108430707
10	10 1 1108460003
18	10 1 1108595325
10	10 1 1108629394
34	10 1 1108679943
10	10 1 1108716480
18	10 1 1109022906
10	10 1 1109023224
17	10 1 1109147479
10	10 1 1109151696
18	10 1 1109373730
18	10 1 1109553160
10	10 1 1109577460
17	10 1 1109631750
10	10 1 1109754006
18	10 1 1109769525
18	10 1 1109947772
10	10 1 1109949412
18	10 1 1109957997
10	10 1 1109958312
10	10 1 1110310949
10	10 1 1110355131
18	10 1 1110492034
10	10 1 1110529804
10	10 1 1110834968
10	10 1 1110883480
17	10 1 1111492973
10	10 1 1111494882
1	10 1 1112013862
18	10 1 1112276591
10	10 1 1112563703
17	10 1 1112824614
10	10 1 1112830325
18	10 1 1113096234
18	10 1 1113133007
18	10 1 1113133137
18	10 1 1113583594
18	10 1 1113920292
10	10 1 1113920958
18	10 1 1113922329
17	10 1 1113922786
10	10 1 1113980690
10	10 1 1113991746
18	10 1 1114015835
17	10 1 1114290441
10	10 1 1114290548
18	10 1 1114530497
17	10 1 1114550847
18	10 1 1114698846
17	10 1 1114790245
17	10 1 1114811905
17	10 1 1114894457
10	10 1 1114925399
17	10 1 1114939302
18	10 1 1115044811
10	10 1 1116394986
10	10 1 1116752840
17	10 1 1118873031
10	10 1 1118920522
10	10 1 1118963867
17	10 1 1119201832
10	10 1 1119256559
18	35 1 1105976640
18	35 1 1105978211
10	18 1 1106003003
18	18 1 1106934397
17	18 1 1106949983
17	18 1 1106950092
17	18 1 1106950802
10	18 1 1107111761
10	18 1 1107257313
18	18 1 1107270831
10	18 1 1107591907
18	18 1 1107626828
10	18 1 1107775230
10	18 1 1107789724
10	18 1 1107850446
18	18 1 1107866253
10	18 1 1107983437
17	18 1 1108248861
18	18 1 1108298563
10	18 1 1110231703
10	18 1 1110231795
10	18 1 1110231913
18	18 1 1110233426
10	18 1 1110792828
10	18 1 1111266944
10	18 1 1111496532
1	18 1 1111604558
1	18 1 1111606111
10	18 1 1111612542
17	18 1 1111619990
10	18 1 1111925309
18	18 1 1111926896
1	18 1 1112013891
10	18 1 1112193396
10	18 1 1112193451
10	18 1 1112193831
18	18 1 1112224796
17	18 1 1112554963
10	18 1 1113082582
18	18 1 1113096285
36	18 1 1113168241
36	18 1 1113591037
36	18 1 1113738436
10	18 1 1113780379
10	18 1 1114550066
17	18 1 1114611719
18	18 1 1114613286
17	18 1 1114939598
17	18 1 1114939617
17	18 1 1115248765
18	18 1 1115252487
17	18 1 1115270104
17	18 1 1115545694
18	18 1 1115550938
17	18 1 1115907069
17	18 1 1118354015
18	18 1 1118413855
18	18 1 1118848126
1	18 1 1119379241
26	18 1 1120978820
17	18 1 1120979044
17	18 1 1120979540
17	18 1 1121091571
18	18 1 1121101543
17	18 1 1121119084
26	18 1 1121120734
18	18 1 1121123588
17	18 1 1121461983
17	18 1 1121463638
18	18 1 1121465798
17	18 1 1121786902
18	18 1 1121801277
17	18 1 1122290637
18	18 1 1122291085
17	18 1 1122315093
17	18 1 1122414084
18	18 1 1122455548
17	18 1 1122765936
10	18 1 1123710089
10	18 1 1127604068
18	18 1 1127609710
17	18 1 1128365002
18	18 1 1128372674
37	18 1 1133006711
18	18 1 1133195084
37	18 1 1133267676
37	18 1 1133267879
18	18 1 1133282719
37	18 1 1133329681
17	18 1 1134723525
17	18 1 1135191897
18	18 1 1135192939
17	18 1 1135668789
18	18 1 1135682667
17	18 1 1135801975
17	18 1 1135886868
18	18 1 1135889390
17	18 1 1135895817
17	18 1 1135985098
18	18 1 1135989715
17	18 1 1136149784
18	18 1 1136154043
17	18 1 1136156907
17	18 1 1136188061
18	18 1 1136212686
17	18 1 1136245771
17	18 1 1136847229
17	18 1 1137107427
18	18 1 1137252576
17	18 1 1137278976
18	18 1 1137442923
17	18 1 1137623871
18	18 1 1137695916
17	18 1 1137712682
17	18 1 1138308137
28	18 1 1138402880
17	18 1 1138736816
18	18 1 1138738916
17	18 1 1138813098
18	18 1 1138814957
18	18 1 1138815691
17	18 1 1138826467
18	18 1 1138984089
17	18 1 1139519145
18	18 1 1139592745
18	18 1 1139600363
17	18 1 1139610797
18	18 1 1139674887
17	18 1 1140042206
18	18 1 1140462013
17	18 1 1141507977
18	18 1 1141515711
17	18 1 1142631548
18	18 1 1142633091
17	18 1 1143241736
17	18 1 1143287848
38	18 1 1143659402
38	18 1 1143659434
38	18 1 1143659511
17	18 1 1143758426
18	18 1 1143758532
17	18 1 1143840603
17	18 1 1143840686
17	18 1 1143840726
18	18 1 1143844709
38	18 1 1143897097
17	18 1 1144016895
18	18 1 1144022645
17	18 1 1144443861
18	18 1 1144444317
17	18 1 1144447311
18	18 1 1144455078
17	18 1 1144650984
17	18 1 1147040329
17	18 1 1147643068
18	18 1 1147880776
17	18 1 1147892031
18	18 1 1148146452
17	18 1 1149445404
10	18 1 1149947441
39	18 1 1150813234
39	18 1 1150815156
18	18 1 1151503384
36	18 1 1151952177
18	18 1 1154271539
36	18 1 1154627297
39	18 1 1156116129
17	18 1 1158006592
18	18 1 1158007117
40	18 1 1160394512
18	18 1 1160409141
41	18 1 1160773172
18	18 1 1160775349
41	18 1 1160796058
41	18 1 1160796087
17	18 1 1160850185
18	18 1 1161093231
18	18 1 1161362920
41	18 1 1161376018
17	18 1 1161635101
17	18 1 1161968352
18	18 1 1161973799
17	18 1 1161974879
17	18 1 1161975740
17	18 1 1161975769
18	18 1 1162040927
18	18 1 1162041383
42	18 1 1162658479
17	18 1 1163107184
19	18 1 1163180377
17	18 1 1163199490
18	18 1 1163251113
43	18 1 1163684781
19	18 1 1164742027
18	18 1 1164808715
19	18 1 1164816683
18	18 1 1164817621
17	18 1 1165100350
18	18 1 1165241459
30	18 1 1165501861
18	18 1 1165502513
30	18 1 1165504737
10	18 1 1165505425
17	18 1 1165595228
44	18 1 1166505032
17	18 1 1167771334
18	18 1 1167771790
45	18 1 1167922360
39	18 1 1168004572
18	18 1 1169486993
46	18 1 1169687433
17	18 1 1169717530
18	18 1 1169742472
39	18 1 1170773294
17	18 1 1171314219
30	18 1 1172621087
18	18 1 1172623333
24	18 1 1173262581
17	18 1 1173642488
18	18 1 1173741533
17	18 1 1173995237
18	18 1 1173997435
17	18 1 1173998178
18	18 1 1176468284
19	18 1 1176477195
47	18 1 1176477809
47	18 1 1176480013
18	18 1 1176552273
47	18 1 1176571887
47	18 1 1177243041
18	18 1 1177337258
47	18 1 1178114842
18	18 1 1178644020
18	18 1 1178644137
47	18 1 1178727145
48	18 1 1178810418
18	18 1 1178813408
48	18 1 1178816148
18	18 1 1178817010
48	18 1 1178819064
47	18 1 1178906498
43	18 1 1179222435
47	18 1 1179268137
17	18 1 1179339688
47	18 1 1179919112
48	18 1 1180084804
18	18 1 1180129460
18	18 1 1180130804
48	18 1 1180134661
18	18 1 1180135898
48	18 1 1180221133
47	18 1 1180548648
18	18 1 1180618544
47	18 1 1180625312
18	18 1 1180625815
30	18 1 1180625996
18	18 1 1180627769
30	18 1 1180628581
30	18 1 1180641510
48	18 1 1180646002
47	18 1 1180652543
49	18 1 1182083972
18	18 1 1182172754
18	18 1 1182173692
18	18 1 1182345057
17	18 1 1182891122
18	18 1 1182945146
19	18 1 1183139204
18	18 1 1183139676
47	18 1 1183858715
47	18 1 1183858958
18	18 1 1183985671
17	18 1 1184104289
14	18 1 1184109019
18	18 1 1184157799
47	18 1 1184343983
50	18 1 1188308440
17	18 1 1189666349
18	18 1 1189677140
51	18 1 1189715393
18	18 1 1189716956
51	18 1 1189793547
18	18 1 1190046945
17	18 1 1190149568
18	18 1 1190150128
10	18 1 1190564256
52	18 1 1190639898
47	18 1 1190734133
51	18 1 1190837595
52	18 1 1191253195
18	18 1 1191345725
17	18 1 1191622008
18	18 1 1191666787
17	18 1 1191669998
17	18 1 1192090036
18	18 1 1192091359
43	18 1 1192105372
18	18 1 1192125878
18	18 1 1192134519
18	18 1 1192137538
51	18 1 1192396114
18	18 1 1192397081
18	18 1 1192397617
18	18 1 1192500625
47	18 1 1192639307
43	18 1 1192661331
47	18 1 1192698296
47	18 1 1192698542
18	18 1 1192704886
47	18 1 1192722458
18	18 1 1192725259
47	18 1 1192727988
18	18 1 1192729817
47	18 1 1192736159
53	18 1 1195160097
53	18 1 1195161336
18	18 1 1195167513
53	18 1 1195236585
18	18 1 1195240085
53	18 1 1195244552
54	18 1 1195397876
18	18 1 1195403042
54	18 1 1195412184
53	18 1 1195424507
18	18 1 1195426501
36	18 1 1197885186
18	18 1 1197914152
19	18 1 1198308549
18	18 1 1198323319
47	18 1 1198350337
18	18 1 1198363826
19	18 1 1198399767
47	18 1 1198416728
51	18 1 1198623111
51	18 1 1198623369
18	18 1 1198763016
48	18 1 1199582990
47	18 1 1200007255
19	18 1 1200126192
55	18 1 1200170385
18	18 1 1200174886
18	18 1 1200657112
18	18 1 1200658341
18	18 1 1200659329
56	18 1 1201080255
57	18 1 1201081201
18	18 1 1201090890
18	18 1 1201091767
48	18 1 1201192473
18	18 1 1201194691
58	18 1 1201202856
18	18 1 1201203276
18	18 1 1201702955
18	18 1 1201703245
36	18 1 1202399304
19	18 1 1203149430
19	18 1 1203149491
19	18 1 1203149543
18	18 1 1203154070
19	18 1 1203157692
59	18 1 1203183152
59	18 1 1203183367
59	18 1 1203183429
59	18 1 1203183702
18	18 1 1203200408
59	18 1 1203717705
18	18 1 1203721572
60	18 1 1205008321
60	18 1 1205008976
18	18 1 1205506067
30	18 1 1205961862
61	18 1 1206201480
18	18 1 1207079748
17	18 1 1207159965
18	18 1 1207161975
18	18 1 1207162243
30	18 1 1207163859
19	18 1 1207507125
19	18 1 1207507175
18	18 1 1207510154
30	18 1 1207510614
19	18 1 1207542015
62	18 1 1207669284
18	18 1 1207670278
62	18 1 1207671570
18	18 1 1207676323
62	18 1 1207678271
30	18 1 1209389642
18	18 1 1209392529
18	18 1 1209393354
30	18 1 1209394346
18	18 1 1209397398
30	18 1 1209398011
18	18 1 1209399457
30	18 1 1209400748
63	18 1 1210254990
18	18 1 1210258570
63	18 1 1210265090
18	18 1 1210266461
63	18 1 1210266612
63	18 1 1210266649
63	18 1 1210268382
30	18 1 1210269825
63	18 1 1210270131
63	18 1 1210270285
18	18 1 1210273309
63	18 1 1210342263
63	18 1 1210342310
63	18 1 1210342360
18	18 1 1210362126
63	18 1 1210447550
18	18 1 1210630652
64	18 1 1210852031
63	18 1 1211637026
63	18 1 1211637207
18	18 1 1211638772
63	18 1 1211640747
63	18 1 1211642183
18	18 1 1211642820
18	18 1 1211643115
63	18 1 1211644543
63	18 1 1211652505
63	18 1 1211652529
65	18 1 1211737725
18	18 1 1211739546
65	18 1 1211748871
18	18 1 1211751426
17	18 1 1211754442
18	18 1 1211755743
66	18 1 1211913539
18	18 1 1211914447
66	18 1 1211915822
30	18 1 1211917430
18	18 1 1211918172
18	18 1 1211918264
18	18 1 1211918371
30	18 1 1211918404
30	18 1 1211918422
18	18 1 1211926570
66	18 1 1211961489
66	18 1 1211964057
18	18 1 1211974322
18	18 1 1211974724
63	18 1 1212077369
18	18 1 1212077492
63	18 1 1212078297
63	18 1 1212078319
18	18 1 1212078406
63	18 1 1212078449
63	18 1 1212078465
63	18 1 1212152476
18	18 1 1212182023
18	18 1 1212353888
55	18 1 1212484300
63	18 1 1212602982
53	18 1 1212699897
53	18 1 1213041325
18	18 1 1213041741
53	18 1 1213042446
48	18 1 1213395499
30	18 1 1213632116
30	18 1 1213632130
18	18 1 1213632820
30	18 1 1213634074
30	18 1 1213685624
18	18 1 1213701836
30	18 1 1213703197
30	18 1 1213703629
18	18 1 1213704350
30	18 1 1213705942
18	18 1 1213710024
18	18 1 1213710183
30	18 1 1213715924
19	18 1 1214331687
18	18 1 1214333951
38	18 1 1215549160
38	18 1 1215549192
38	18 1 1215549359
18	18 1 1215550910
18	18 1 1215551793
66	18 1 1215553491
38	18 1 1215554445
18	18 1 1215555802
38	18 1 1215602329
38	18 1 1215605599
38	18 1 1215606027
18	18 1 1215615892
38	18 1 1215637546
18	18 1 1215637941
38	18 1 1215638014
38	18 1 1215638502
60	18 1 1215773508
19	18 1 1215775314
30	18 1 1215968519
18	18 1 1216149698
18	18 1 1216150144
38	18 1 1217795224
38	18 1 1217795339
60	18 1 1218642447
18	18 1 1218667221
17	18 1 1218824722
18	18 1 1218829647
38	18 1 1219223896
48	18 1 1220602907
67	18 1 1220721937
67	18 1 1220818927
19	18 1 1220847674
19	18 1 1220847706
68	18 1 1221512117
68	18 1 1221589324
68	18 1 1221589348
17	18 1 1222454262
9	18 1 1222546594
17	18 1 1222552405
18	18 1 1222553481
48	18 1 1222864533
48	18 1 1222864818
69	18 1 1224101899
19	18 1 1225265988
18	18 1 1225292814
19	18 1 1225294968
30	18 1 1225296212
18	18 1 1225297056
38	18 1 1226260625
18	18 1 1226267793
30	18 1 1226563850
30	18 1 1226564067
18	18 1 1226593981
70	18 1 1226853802
71	18 1 1228234768
71	18 1 1228234802
72	18 1 1229367241
18	18 1 1229370028
17	18 1 1232913115
73	18 1 1233327533
38	18 1 1233479757
18	18 1 1233504662
30	18 1 1233868541
30	18 1 1233869138
30	18 1 1233869197
18	18 1 1233872175
18	18 1 1233887251
72	18 1 1234625618
18	18 1 1235420751
18	18 1 1235667112
18	18 1 1236269478
10	18 1 1236793355
18	18 1 1236795199
10	18 1 1236845893
18	18 1 1236884878
10	18 1 1236886382
18	18 1 1236888338
10	18 1 1236931796
18	18 1 1236933770
10	18 1 1236936941
18	18 1 1236939877
17	18 1 1237848225
17	18 1 1237848244
10	18 1 1240409258
18	18 1 1240412075
74	18 1 1242107937
18	18 1 1242137218
47	18 1 1246629637
75	18 1 1247615456
18	18 1 1247656726
75	18 1 1247751812
75	18 1 1247752033
30	18 1 1247754420
75	18 1 1247765142
75	18 1 1247765175
30	18 1 1248679375
30	18 1 1248679476
76	18 1 1251706503
48	18 1 1253614940
77	18 1 1255607573
18	18 1 1255607881
77	18 1 1255608379
53	18 1 1260716505
78	18 1 1260745093
79	18 1 1263632264
63	18 1 1264007094
63	18 1 1264007130
63	18 1 1264009859
63	18 1 1264009995
80	18 1 1264614503
80	18 1 1264614730
18	18 1 1264617942
18	18 1 1264620532
10	18 1 1264707475
18	18 1 1264712715
38	18 1 1267366656
18	18 1 1267371112
18	18 1 1267375648
38	18 1 1267535888
18	18 1 1267546952
43	18 1 1268240113
18	18 1 1268248306
43	18 1 1268303755
18	18 1 1268308307
10	18 1 1268918871
18	18 1 1268939076
10	18 1 1269458937
18	18 1 1269469637
81	18 1 1271423496
18	18 1 1271503971
82	18 1 1277404161
82	18 1 1277406141
18	18 1 1277407188
82	18 1 1277459083
18	18 1 1277463589
83	18 1 1277885577
18	18 1 1277906649
84	18 1 1278280165
85	18 1 1279130255
18	18 1 1279138927
85	18 1 1279504590
80	18 1 1280425710
18	18 1 1281540461
70	18 1 1281634916
30	18 1 1283445822
18	18 1 1283448333
30	18 1 1283448629
43	18 1 1283448759
80	18 1 1288106258
80	18 1 1288106275
18	18 1 1288116935
80	18 1 1288151845
80	18 1 1288152153
18	18 1 1288183367
18	18 1 1288183462
18	18 1 1288183577
80	18 1 1288703784
45	18 1 1289564297
30	18 1 1289565596
18	18 1 1289566000
30	18 1 1289566222
12	18 1 1294582600
18	18 1 1294591167
80	18 1 1294686838
18	18 1 1294687208
12	18 1 1294747179
18	18 1 1294959994
18	18 1 1300447302
18	18 1 1300580650
86	18 1 1302350107
86	18 1 1302359095
87	18 1 1304714392
18	18 1 1304885658
87	18 1 1304931567
18	18 1 1304950801
87	18 1 1304953692
18	18 1 1304967173
87	18 1 1304971235
87	18 1 1304974790
18	18 1 1304977204
87	18 1 1304977789
18	18 1 1304981055
87	18 1 1305045776
18	18 1 1305047309
87	18 1 1305047621
87	18 1 1305223762
87	18 1 1305639438
18	18 1 1305650906
87	18 1 1305661479
88	18 1 1306282571
18	18 1 1306314643
88	18 1 1306325856
18	18 1 1306326251
88	18 1 1306330919
18	18 1 1306334079
88	18 1 1306335808
89	18 1 1307540788
89	18 1 1307543285
18	18 1 1307545109
89	18 1 1307582552
89	18 1 1307582986
18	18 1 1307603642
90	18 1 1309180414
89	18 1 1309363836
91	18 1 1309720473
30	18 1 1309722151
87	18 1 1309724726
18	18 1 1309780663
87	18 1 1309787590
18	18 1 1309790629
87	18 1 1309791124
30	18 1 1309951267
92	18 1 1309952561
18	18 1 1309961022
18	18 1 1309961215
30	18 1 1309961567
18	18 1 1310030712
92	18 1 1310044547
18	18 1 1310052861
93	18 1 1310476508
18	18 1 1310484251
93	18 1 1310504626
18	18 1 1310547952
93	18 1 1310623269
38	18 1 1311171567
18	18 1 1311196303
18	18 1 1311196358
38	18 1 1311719038
18	18 1 1311751850
18	18 1 1311752729
87	18 1 1311758136
38	18 1 1311768309
38	18 1 1311792691
87	18 1 1311869076
63	18 1 1311888288
63	18 1 1311890183
87	18 1 1311892629
63	18 1 1311927367
18	18 1 1311930102
87	18 1 1311930990
63	18 1 1311932121
18	18 1 1311934915
87	18 1 1311937065
87	18 1 1312296901
18	18 1 1312358781
87	18 1 1312379350
87	18 1 1312406684
18	18 1 1312443147
87	18 1 1312450312
18	18 1 1312458667
87	18 1 1312459319
89	18 1 1314480178
18	18 1 1314527853
18	18 1 1314528251
80	18 1 1318005471
18	18 1 1318009233
94	18 1 1318626510
95	18 1 1320267438
95	18 1 1320267461
96	18 1 1320593222
18	18 1 1320594604
63	18 1 1320767703
18	18 1 1320775057
18	18 1 1321569132
97	18 1 1324655236
18	18 1 1324664797
10	18 1 1325276309
18	18 1 1325283032
38	18 1 1327343111
38	18 1 1327343137
38	18 1 1327343297
18	18 1 1327348712
38	18 1 1327600534
60	18 1 1329654063
18	18 1 1329730582
47	18 1 1340046372
18	18 1 1340053664
47	18 1 1340106558
18	18 1 1340107906
87	18 1 1342358596
95	18 1 1342359364
18	18 1 1342685430
87	18 1 1342715133
30	18 1 1342715594
87	18 1 1342724286
43	18 1 1342778657
95	18 1 1343865687
18	18 1 1343894358
80	18 1 1347001303
18	18 1 1347006083
98	18 1 1352082646
99	18 1 1356089471
100	18 1 1357745288
18	18 1 1357824416
80	18 1 1361186048
18	18 1 1361346964
101	18 1 1361383343
30	18 1 1361450626
101	18 1 1361584914
18	18 1 1361700530
18	18 1 1361700574
30	18 1 1361701210
18	18 1 1361784165
18	18 1 1361786264
30	18 1 1361786477
101	18 1 1361907945
18	18 1 1361950762
101	18 1 1361986938
101	18 1 1361994022
18	18 1 1362037453
101	18 1 1362049751
30	18 1 1362050027
18	18 1 1362052442
101	18 1 1362168816
101	18 1 1362513871
101	18 1 1362535752
101	18 1 1362535874
101	18 1 1362587108
18	18 1 1362651730
10	18 1 1362683201
18	18 1 1362731633
101	18 1 1363053492
101	18 1 1363058495
101	18 1 1363058535
10	18 1 1363536611
102	18 1 1363721478
18	18 1 1363854050
18	18 1 1363854062
102	18 1 1364305909
102	18 1 1364324328
101	18 1 1364747405
101	18 1 1364749214
101	18 1 1365343550
103	18 1 1365400737
103	18 1 1366477600
104	18 1 1366977594
18	18 1 1366979189
105	18 1 1367600122
105	18 1 1367600124
105	18 1 1367600127
106	18 1 1370381604
106	18 1 1371854139
18	18 1 1372057451
106	18 1 1372544097
106	18 1 1372544113
30	18 1 1374478174
43	18 1 1374489203
107	18 1 1374715705
18	18 1 1375174619
30	18 1 1375177516
19	18 1 1380726235
101	18 1 1381332318
101	18 1 1381422376
108	18 1 1385059012
109	18 1 1394297995
18	18 1 1395146982
30	18 1 1396374859
48	18 1 1401047134
19	18 1 1401819263
19	18 1 1401819355
10	18 1 1402935602
101	18 1 1404827869
110	18 1 1408287412
18	18 1 1408357351
3	18 1 1408991067
30	18 1 1409177334
17	18 1 1409225234
17	18 1 1409225309
19	18 1 1409244561
10	18 1 1409292677
30	18 1 1409293515
18	18 1 1409304044
102	18 1 1410198692
17	18 1 1410638249
13	18 1 1413050355
13	18 1 1413050384
13	18 1 1414028814
18	18 1 1414046066
106	18 1 1419033125
80	18 1 1420870957
18	18 1 1421048110
30	18 1 1424596687
18	18 1 1424671336
30	18 1 1424676199
18	18 1 1424676927
30	18 1 1424681915
111	18 1 1426576851
18	18 1 1426580214
111	18 1 1426584221
18	18 1 1426585757
111	18 1 1426586338
112	18 1 1430778600
30	18 1 1430779266
112	18 1 1430913588
30	18 1 1437497150
113	18 1 1437863572
18	18 1 1438152260
113	18 1 1438183329
111	18 1 1441009350
18	18 1 1441012545
111	18 1 1441017993
111	18 1 1441018022
111	18 1 1441018040
111	18 1 1441025724
18	18 1 1441028527
114	18 1 1442214933
114	18 1 1442214984
115	18 1 1445771461
111	18 1 1446855382
18	18 1 1447050756
111	18 1 1447090709
18	18 1 1447136418
111	18 1 1447151941
18	18 1 1447152542
111	18 1 1447156545
111	18 1 1447157669
18	18 1 1447161001
111	18 1 1447188923
111	18 1 1447189201
18	18 1 1447225460
111	18 1 1447231061
111	18 1 1447233876
111	18 1 1447235289
18	18 1 1447240767
18	18 1 1447242851
18	18 1 1447244486
116	18 1 1447253678
18	18 1 1447257988
19	18 1 1447260001
116	18 1 1447260301
116	18 1 1447260559
116	18 1 1447263331
116	18 1 1447267970
18	18 1 1447308812
30	18 1 1447312814
18	18 1 1447315235
18	18 1 1447317540
18	18 1 1447317577
116	18 1 1447345135
18	18 1 1447345920
116	18 1 1447348390
116	18 1 1447368350
116	18 1 1447493814
18	18 1 1447655238
116	18 1 1447669834
18	18 1 1447670677
116	18 1 1447787679
18	117 1 1106147945
18	117 1 1106148139
3	117 1 1426650903
4	117 1 1429392394
3	117 1 1429437673
10	118 1 1106386021
118	118 1 1106404330
10	118 1 1106475284
118	118 1 1106663037
10	118 1 1106944565
18	118 1 1107724962
18	118 1 1107726952
18	118 1 1108763694
118	118 1 1109148582
17	118 1 1109764609
17	118 1 1109801689
18	118 1 1111922223
18	118 1 1112219003
118	118 1 1112276470
18	118 1 1112742042
17	118 1 1121462860
17	118 1 1121625540
3	118 1 1426650902
4	118 1 1429392372
3	118 1 1429437662
18	17 1 1106839675
17	17 1 1107209069
10	17 1 1107689031
1	17 1 1111533844
1	17 1 1111604526
1	17 1 1111606086
10	17 1 1111612623
18	17 1 1111616513
18	17 1 1111620188
1	17 1 1112013967
18	17 1 1112557452
18	17 1 1112825177
1	17 1 1112891812
119	17 1 1113297516
10	17 1 1113572080
18	17 1 1114192071
18	17 1 1115050064
18	17 1 1115399206
17	17 1 1115414040
120	17 1 1116053016
18	17 1 1117209253
17	17 1 1117226429
18	17 1 1118069120
18	17 1 1118069659
17	17 1 1118090282
18	17 1 1118241649
119	17 1 1118305642
17	17 1 1118353707
18	17 1 1118422469
18	17 1 1118931830
66	17 1 1119176091
1	17 1 1119379221
66	17 1 1119527429
17	17 1 1119528731
66	17 1 1119530568
66	17 1 1119530821
18	17 1 1119538977
26	17 1 1120974700
26	17 1 1120974814
26	17 1 1120979110
26	17 1 1120980953
26	17 1 1120980972
17	17 1 1122032289
18	17 1 1122126304
18	17 1 1122126443
121	17 1 1123022582
18	17 1 1123102157
18	17 1 1131646716
37	17 1 1132502041
62	17 1 1132695067
37	17 1 1132828436
18	17 1 1132936990
17	17 1 1133385600
18	17 1 1137167261
18	17 1 1137175422
18	17 1 1137175453
18	17 1 1137443242
28	17 1 1138233053
28	17 1 1138236321
18	17 1 1138731770
18	17 1 1139240686
17	17 1 1139255666
18	17 1 1139751610
18	17 1 1139965909
122	17 1 1142626148
123	17 1 1143028201
123	17 1 1143028273
43	17 1 1143292564
38	17 1 1143296822
43	17 1 1143578556
43	17 1 1143710857
38	17 1 1143998839
17	17 1 1145953894
18	17 1 1147103514
17	17 1 1147119255
18	17 1 1147996012
18	17 1 1148477773
18	17 1 1148479182
124	17 1 1148524724
18	17 1 1148654144
17	17 1 1150386225
18	17 1 1153399156
17	17 1 1155461654
18	17 1 1155503805
18	17 1 1160767880
17	17 1 1160769194
18	17 1 1160785329
17	17 1 1160865665
17	17 1 1160936857
17	17 1 1160944848
43	17 1 1160989925
17	17 1 1160996659
18	17 1 1161096328
19	17 1 1161109377
43	17 1 1161123263
18	17 1 1161276893
18	17 1 1161280854
41	17 1 1161375365
41	17 1 1161375405
41	17 1 1161375478
41	17 1 1161375523
41	17 1 1161375565
41	17 1 1161375610
41	17 1 1161403343
41	17 1 1161472524
30	17 1 1162503555
17	17 1 1162505404
30	17 1 1162505984
18	17 1 1162576557
17	17 1 1162576835
